Vertices                      Edges_Prob.                   Max_Weight                    Ops._Count                    Tested_Solutions              Search_Time
279                           0.125                         172                           1113                          1                             0.003208637237548828
279                           0.25                          215                           2212                          1                             0.006609201431274414
279                           0.5                           379                           7712                          1                             0.01966571807861328
279                           0.75                          725                           34481                         1                             0.054888010025024414
280                           0.125                         177                           1103                          1                             0.0032281875610351562
280                           0.25                          231                           2253                          1                             0.006743192672729492
280                           0.5                           374                           7481                          1                             0.01913595199584961
280                           0.75                          673                           28099                         1                             0.050575971603393555
281                           0.125                         188                           1143                          1                             0.0030956268310546875
281                           0.25                          231                           2313                          1                             0.0065348148345947266
281                           0.5                           411                           8180                          1                             0.0202634334564209
281                           0.75                          724                           34627                         1                             0.056817054748535156
282                           0.125                         187                           1159                          1                             0.0031054019927978516
282                           0.25                          250                           2318                          1                             0.006697177886962891
282                           0.5                           411                           7926                          1                             0.019606828689575195
282                           0.75                          692                           33329                         1                             0.05581355094909668
283                           0.125                         173                           1185                          1                             0.003229856491088867
283                           0.25                          260                           2317                          1                             0.006797313690185547
283                           0.5                           389                           7571                          1                             0.02016282081604004
283                           0.75                          756                           34459                         1                             0.05698585510253906
284                           0.125                         186                           1142                          1                             0.003363370895385742
284                           0.25                          223                           2430                          1                             0.0069904327392578125
284                           0.5                           388                           8069                          1                             0.020328283309936523
284                           0.75                          694                           32995                         1                             0.055039405822753906
285                           0.125                         173                           1159                          1                             0.003403186798095703
285                           0.25                          221                           2317                          1                             0.006745338439941406
285                           0.5                           391                           7783                          1                             0.01969003677368164
285                           0.75                          722                           33269                         1                             0.05599808692932129
286                           0.125                         181                           1172                          1                             0.003582477569580078
286                           0.25                          231                           2260                          1                             0.006901264190673828
286                           0.5                           385                           7411                          1                             0.019922256469726562
286                           0.75                          754                           33160                         1                             0.05468273162841797
287                           0.125                         184                           1122                          1                             0.003292560577392578
287                           0.25                          245                           2370                          1                             0.0069408416748046875
287                           0.5                           398                           7899                          1                             0.020563364028930664
287                           0.75                          681                           34089                         1                             0.058405160903930664
288                           0.125                         179                           1147                          1                             0.00356292724609375
288                           0.25                          232                           2429                          1                             0.007471799850463867
288                           0.5                           387                           8225                          1                             0.02108454704284668
288                           0.75                          696                           34582                         1                             0.05731678009033203
289                           0.125                         183                           1171                          1                             0.0032668113708496094
289                           0.25                          228                           2391                          1                             0.007450580596923828
289                           0.5                           395                           8129                          1                             0.020824432373046875
289                           0.75                          712                           35849                         1                             0.05916023254394531
290                           0.125                         190                           1161                          1                             0.003455638885498047
290                           0.25                          243                           2341                          1                             0.0071506500244140625
290                           0.5                           410                           8954                          1                             0.022115468978881836
290                           0.75                          697                           34695                         1                             0.059205055236816406
291                           0.125                         186                           1207                          1                             0.0033669471740722656
291                           0.25                          231                           2413                          1                             0.007203102111816406
291                           0.5                           401                           7542                          1                             0.02023458480834961
291                           0.75                          666                           32052                         1                             0.054418087005615234
292                           0.125                         175                           1187                          1                             0.003386259078979492
292                           0.25                          241                           2402                          1                             0.007394552230834961
292                           0.5                           408                           8404                          1                             0.021098852157592773
292                           0.75                          693                           34306                         1                             0.060199737548828125
293                           0.125                         186                           1138                          1                             0.003440380096435547
293                           0.25                          255                           2568                          1                             0.007421255111694336
293                           0.5                           401                           8034                          1                             0.021468639373779297
293                           0.75                          716                           35086                         1                             0.061730384826660156
294                           0.125                         190                           1186                          1                             0.0033342838287353516
294                           0.25                          250                           2376                          1                             0.007252931594848633
294                           0.5                           385                           8155                          1                             0.027016162872314453
294                           0.75                          732                           33759                         1                             0.06098532676696777
295                           0.125                         197                           1285                          1                             0.0034761428833007812
295                           0.25                          240                           2386                          1                             0.007752180099487305
295                           0.5                           431                           8165                          1                             0.021913528442382812
295                           0.75                          693                           30906                         1                             0.058388710021972656
296                           0.125                         173                           1148                          1                             0.0034110546112060547
296                           0.25                          241                           2438                          1                             0.007599830627441406
296                           0.5                           414                           8808                          1                             0.022548437118530273
296                           0.75                          703                           38210                         1                             0.06465315818786621
297                           0.125                         179                           1221                          1                             0.0035333633422851562
297                           0.25                          244                           2342                          1                             0.007488250732421875
297                           0.5                           387                           8395                          1                             0.02173137664794922
297                           0.75                          721                           34647                         1                             0.06048297882080078
298                           0.125                         186                           1257                          1                             0.0036215782165527344
298                           0.25                          246                           2469                          1                             0.0075643062591552734
298                           0.5                           383                           8481                          1                             0.022686243057250977
298                           0.75                          702                           33431                         1                             0.061712026596069336
299                           0.125                         188                           1228                          1                             0.0035707950592041016
299                           0.25                          226                           2376                          1                             0.0075054168701171875
299                           0.5                           453                           8334                          1                             0.02240777015686035
299                           0.75                          700                           33221                         1                             0.06056332588195801
300                           0.125                         175                           1278                          1                             0.003540515899658203
300                           0.25                          238                           2528                          1                             0.00791621208190918
300                           0.5                           401                           8259                          1                             0.021970510482788086
300                           0.75                          657                           32196                         1                             0.058965206146240234
301                           0.125                         185                           1254                          1                             0.0035867691040039062
301                           0.25                          247                           2539                          1                             0.007840871810913086
301                           0.5                           390                           8143                          1                             0.02188873291015625
301                           0.75                          669                           35309                         1                             0.05996346473693848
302                           0.125                         197                           1249                          1                             0.0037453174591064453
302                           0.25                          229                           2438                          1                             0.007592916488647461
302                           0.5                           401                           8522                          1                             0.02284979820251465
302                           0.75                          731                           42378                         1                             0.06673789024353027
303                           0.125                         204                           1308                          1                             0.003790616989135742
303                           0.25                          249                           2509                          1                             0.007703304290771484
303                           0.5                           408                           8645                          1                             0.023103713989257812
303                           0.75                          721                           34120                         1                             0.06316566467285156
304                           0.125                         190                           1235                          1                             0.0037555694580078125
304                           0.25                          260                           2464                          1                             0.007642984390258789
304                           0.5                           440                           8888                          1                             0.02310967445373535
304                           0.75                          730                           33557                         1                             0.06311464309692383
305                           0.125                         177                           1260                          1                             0.0037298202514648438
305                           0.25                          257                           2584                          1                             0.008439779281616211
305                           0.5                           419                           9212                          1                             0.023946762084960938
305                           0.75                          709                           35294                         1                             0.06429696083068848
306                           0.125                         189                           1274                          1                             0.0037436485290527344
306                           0.25                          246                           2553                          1                             0.008116006851196289
306                           0.5                           381                           8314                          1                             0.02272486686706543
306                           0.75                          733                           37910                         1                             0.06612849235534668
307                           0.125                         188                           1265                          1                             0.003801107406616211
307                           0.25                          243                           2577                          1                             0.008032083511352539
307                           0.5                           383                           8604                          1                             0.024918556213378906
307                           0.75                          702                           35492                         1                             0.0660250186920166
308                           0.125                         193                           1334                          1                             0.0037279129028320312
308                           0.25                          244                           2584                          1                             0.008553743362426758
308                           0.5                           410                           8813                          1                             0.023909330368041992
308                           0.75                          712                           37558                         1                             0.06790661811828613
309                           0.125                         182                           1305                          1                             0.003701925277709961
309                           0.25                          239                           2665                          1                             0.008243560791015625
309                           0.5                           440                           9106                          1                             0.024417638778686523
309                           0.75                          721                           37163                         1                             0.06657218933105469
310                           0.125                         185                           1255                          1                             0.003626585006713867
310                           0.25                          258                           2535                          1                             0.008508682250976562
310                           0.5                           416                           8900                          1                             0.024038076400756836
310                           0.75                          734                           38382                         1                             0.06892776489257812
311                           0.125                         175                           1264                          1                             0.003737926483154297
311                           0.25                          229                           2731                          1                             0.008457660675048828
311                           0.5                           421                           9223                          1                             0.024216890335083008
311                           0.75                          747                           37717                         1                             0.06860136985778809
312                           0.125                         175                           1262                          1                             0.004003763198852539
312                           0.25                          248                           2655                          1                             0.008292913436889648
312                           0.5                           370                           8377                          1                             0.023699522018432617
312                           0.75                          692                           35655                         1                             0.06814789772033691
313                           0.125                         178                           1340                          1                             0.003977060317993164
313                           0.25                          251                           2715                          1                             0.00864863395690918
313                           0.5                           375                           8682                          1                             0.024070262908935547
313                           0.75                          711                           41268                         1                             0.07284021377563477
314                           0.125                         186                           1367                          1                             0.003972768783569336
314                           0.25                          234                           2625                          1                             0.008539676666259766
314                           0.5                           391                           9008                          1                             0.025797605514526367
314                           0.75                          713                           35074                         1                             0.06776785850524902
315                           0.125                         174                           1290                          1                             0.004027366638183594
315                           0.25                          245                           2623                          1                             0.009023427963256836
315                           0.5                           391                           8816                          1                             0.02562236785888672
315                           0.75                          739                           38158                         1                             0.06924271583557129
316                           0.125                         185                           1308                          1                             0.0038237571716308594
316                           0.25                          251                           2706                          1                             0.008934259414672852
316                           0.5                           363                           8548                          1                             0.024209976196289062
316                           0.75                          705                           37989                         1                             0.06958174705505371
317                           0.125                         176                           1348                          1                             0.004248857498168945
317                           0.25                          238                           2651                          1                             0.00887751579284668
317                           0.5                           433                           9324                          1                             0.025393962860107422
317                           0.75                          749                           37525                         1                             0.07164454460144043
318                           0.125                         216                           1357                          1                             0.004122495651245117
318                           0.25                          259                           2740                          1                             0.008658170700073242
318                           0.5                           390                           8928                          1                             0.02557086944580078
318                           0.75                          708                           37594                         1                             0.07040286064147949
319                           0.125                         212                           1338                          1                             0.004297018051147461
319                           0.25                          225                           2732                          1                             0.008771657943725586
319                           0.5                           386                           9189                          1                             0.026186227798461914
319                           0.75                          714                           41501                         1                             0.07645320892333984
320                           0.125                         204                           1411                          1                             0.004159450531005859
320                           0.25                          243                           2781                          1                             0.00943303108215332
320                           0.5                           386                           9575                          1                             0.02608180046081543
320                           0.75                          732                           38057                         1                             0.07442307472229004
321                           0.125                         176                           1333                          1                             0.004157066345214844
321                           0.25                          246                           2700                          1                             0.009016752243041992
321                           0.5                           370                           9003                          1                             0.025707006454467773
321                           0.75                          788                           41457                         1                             0.07449626922607422
322                           0.125                         180                           1398                          1                             0.0042591094970703125
322                           0.25                          257                           2753                          1                             0.009593963623046875
322                           0.5                           424                           9423                          1                             0.026734352111816406
322                           0.75                          754                           41306                         1                             0.07652401924133301
323                           0.125                         197                           1321                          1                             0.004094123840332031
323                           0.25                          232                           2793                          1                             0.009297609329223633
323                           0.5                           388                           9130                          1                             0.026859521865844727
323                           0.75                          748                           40454                         1                             0.07445764541625977
324                           0.125                         185                           1416                          1                             0.004128456115722656
324                           0.25                          254                           2806                          1                             0.009118795394897461
324                           0.5                           409                           9751                          1                             0.027917861938476562
324                           0.75                          722                           38948                         1                             0.07468032836914062
325                           0.125                         175                           1387                          1                             0.004532814025878906
325                           0.25                          230                           2815                          1                             0.009562969207763672
325                           0.5                           390                           9241                          1                             0.027262449264526367
325                           0.75                          714                           40480                         1                             0.07820987701416016
326                           0.125                         190                           1419                          1                             0.004425525665283203
326                           0.25                          230                           2689                          1                             0.009618520736694336
326                           0.5                           420                           9180                          1                             0.02798008918762207
326                           0.75                          744                           40952                         1                             0.07777214050292969
327                           0.125                         188                           1390                          1                             0.004110813140869141
327                           0.25                          240                           2860                          1                             0.009431123733520508
327                           0.5                           428                           9233                          1                             0.027124404907226562
327                           0.75                          746                           44575                         1                             0.07951641082763672
328                           0.125                         188                           1436                          1                             0.004494667053222656
328                           0.25                          228                           2838                          1                             0.009686470031738281
328                           0.5                           384                           9427                          1                             0.02687239646911621
328                           0.75                          692                           39688                         1                             0.08630704879760742
329                           0.125                         190                           1479                          1                             0.00493311882019043
329                           0.25                          287                           2797                          1                             0.010711193084716797
329                           0.5                           403                           9491                          1                             0.02785181999206543
329                           0.75                          711                           39341                         1                             0.07876062393188477
330                           0.125                         180                           1363                          1                             0.004224300384521484
330                           0.25                          231                           2891                          1                             0.009821176528930664
330                           0.5                           409                           9812                          1                             0.02844858169555664
330                           0.75                          707                           38613                         1                             0.07577347755432129
331                           0.125                         174                           1389                          1                             0.0043942928314208984
331                           0.25                          248                           2897                          1                             0.009680509567260742
331                           0.5                           414                           9882                          1                             0.02868509292602539
331                           0.75                          697                           42324                         1                             0.08101940155029297
332                           0.125                         188                           1406                          1                             0.004786252975463867
332                           0.25                          224                           2862                          1                             0.010050296783447266
332                           0.5                           431                           9608                          1                             0.028890132904052734
332                           0.75                          722                           41924                         1                             0.08974409103393555
333                           0.125                         180                           1435                          1                             0.0045468807220458984
333                           0.25                          253                           2890                          1                             0.010508298873901367
333                           0.5                           390                           9371                          1                             0.0290830135345459
333                           0.75                          737                           40494                         1                             0.08198928833007812
334                           0.125                         187                           1345                          1                             0.0045816898345947266
334                           0.25                          260                           2920                          1                             0.0099945068359375
334                           0.5                           429                           9328                          1                             0.02868795394897461
334                           0.75                          782                           41781                         1                             0.08329153060913086
335                           0.125                         190                           1471                          1                             0.004679441452026367
335                           0.25                          245                           2875                          1                             0.01046895980834961
335                           0.5                           395                           10012                         1                             0.035170793533325195
335                           0.75                          775                           44587                         1                             0.0890052318572998
336                           0.125                         171                           1422                          1                             0.004820823669433594
336                           0.25                          244                           3012                          1                             0.010092735290527344
336                           0.5                           433                           10485                         1                             0.02986598014831543
336                           0.75                          728                           40093                         1                             0.08317303657531738
337                           0.125                         188                           1458                          1                             0.004572868347167969
337                           0.25                          235                           2935                          1                             0.010263204574584961
337                           0.5                           441                           10264                         1                             0.030153512954711914
337                           0.75                          699                           40322                         1                             0.08166837692260742
338                           0.125                         179                           1363                          1                             0.004689931869506836
338                           0.25                          256                           2957                          1                             0.009943962097167969
338                           0.5                           400                           9932                          1                             0.029202938079833984
338                           0.75                          758                           40971                         1                             0.08243894577026367
339                           0.125                         188                           1372                          1                             0.0044863224029541016
339                           0.25                          253                           3012                          1                             0.01038980484008789
339                           0.5                           395                           10007                         1                             0.03039264678955078
339                           0.75                          727                           42996                         1                             0.08595442771911621
340                           0.125                         180                           1434                          1                             0.004574298858642578
340                           0.25                          248                           3036                          1                             0.010338306427001953
340                           0.5                           383                           9921                          1                             0.02943897247314453
340                           0.75                          721                           44432                         1                             0.08662104606628418
341                           0.125                         191                           1440                          1                             0.0049419403076171875
341                           0.25                          236                           3012                          1                             0.010335206985473633
341                           0.5                           396                           10206                         1                             0.03021073341369629
341                           0.75                          757                           43898                         1                             0.08890604972839355
342                           0.125                         176                           1411                          1                             0.005007266998291016
342                           0.25                          230                           3082                          1                             0.011174917221069336
342                           0.5                           419                           9909                          1                             0.02953648567199707
342                           0.75                          731                           47037                         1                             0.08815670013427734
343                           0.125                         176                           1508                          1                             0.004904985427856445
343                           0.25                          250                           2963                          1                             0.01056528091430664
343                           0.5                           385                           9889                          1                             0.030823469161987305
343                           0.75                          730                           42623                         1                             0.08546829223632812
344                           0.125                         189                           1429                          1                             0.004881858825683594
344                           0.25                          245                           2954                          1                             0.010666608810424805
344                           0.5                           411                           10675                         1                             0.031533241271972656
344                           0.75                          779                           46758                         1                             0.09064388275146484
