Vertices,Edges_Prob,Max_Weight,Ops_Count,Tested_Solutions,Search_Time
318,0.25,245,2696,1,0.007772922515869141
318,0.5,367,8848,1,0.02201390266418457
318,0.75,729,38017,1,0.06230449676513672
319,0.125,184,1326,1,0.003633737564086914
319,0.25,254,2731,1,0.007627725601196289
319,0.5,400,9371,1,0.022624492645263672
319,0.75,721,40946,1,0.06450223922729492
320,0.125,176,1297,1,0.0035452842712402344
320,0.25,247,2841,1,0.0077667236328125
320,0.5,392,9522,1,0.02252960205078125
320,0.75,733,38284,1,0.0630195140838623
321,0.125,193,1295,1,0.003541231155395508
321,0.25,281,2967,1,0.008206605911254883
321,0.5,414,9147,1,0.022310495376586914
321,0.75,726,37428,1,0.06377291679382324
322,0.125,208,1432,1,0.003738880157470703
322,0.25,252,2856,1,0.007866859436035156
322,0.5,381,8894,1,0.022564411163330078
322,0.75,716,39329,1,0.06493687629699707
323,0.125,191,1366,1,0.0036919116973876953
323,0.25,256,2760,1,0.00793766975402832
323,0.5,398,9131,1,0.022954225540161133
323,0.75,700,36203,1,0.0637362003326416
324,0.125,191,1322,1,0.003658771514892578
324,0.25,249,2859,1,0.008245229721069336
324,0.5,425,9307,1,0.02307891845703125
324,0.75,785,39914,1,0.06587505340576172
325,0.125,179,1349,1,0.003682374954223633
325,0.25,225,2850,1,0.008121252059936523
325,0.5,388,9799,1,0.02370452880859375
325,0.75,722,41349,1,0.06741809844970703
326,0.125,215,1376,1,0.003706693649291992
326,0.25,232,2786,1,0.008076190948486328
326,0.5,390,9485,1,0.023467063903808594
326,0.75,688,40205,1,0.06689858436584473
327,0.125,177,1345,1,0.0037653446197509766
327,0.25,249,2835,1,0.008271455764770508
327,0.5,387,9659,1,0.02379465103149414
327,0.75,718,38646,1,0.06594085693359375
328,0.125,177,1339,1,0.003843069076538086
328,0.25,246,2957,1,0.0083770751953125
328,0.5,396,9575,1,0.024193525314331055
328,0.75,702,41093,1,0.06805181503295898
329,0.125,191,1405,1,0.0039310455322265625
329,0.25,249,3104,1,0.008762121200561523
329,0.5,408,9576,1,0.024094104766845703
329,0.75,719,41204,1,0.06961202621459961
330,0.125,184,1364,1,0.0039403438568115234
330,0.25,258,2902,1,0.0084686279296875
330,0.5,397,10310,1,0.02509307861328125
330,0.75,739,40944,1,0.07103395462036133
331,0.125,179,1365,1,0.00407099723815918
331,0.25,276,2909,1,0.008639812469482422
331,0.5,429,9397,1,0.04406881332397461
331,0.75,699,40862,1,0.0941164493560791
332,0.125,216,1294,1,0.0036487579345703125
332,0.25,254,2898,1,0.00850677490234375
332,0.5,383,9716,1,0.02483201026916504
332,0.75,687,40392,1,0.06723570823669434
333,0.125,179,1397,1,0.003963470458984375
333,0.25,262,3039,1,0.008457660675048828
333,0.5,411,10077,1,0.025207996368408203
333,0.75,707,40630,1,0.06988191604614258
334,0.125,191,1344,1,0.0038356781005859375
334,0.25,263,2930,1,0.008843660354614258
334,0.5,423,10283,1,0.025627613067626953
334,0.75,739,45769,1,0.0728302001953125
335,0.125,183,1348,1,0.003980398178100586
335,0.25,263,2946,1,0.008516073226928711
335,0.5,410,10008,1,0.024970531463623047
335,0.75,733,43389,1,0.07395720481872559
336,0.125,183,1366,1,0.0039424896240234375
336,0.25,262,2951,1,0.00870966911315918
336,0.5,408,10136,1,0.02539348602294922
336,0.75,711,41401,1,0.0719614028930664
337,0.125,172,1378,1,0.004083871841430664
337,0.25,248,2917,1,0.008661508560180664
337,0.5,387,9634,1,0.02535700798034668
337,0.75,743,44900,1,0.07432436943054199
338,0.125,196,1444,1,0.004013538360595703
338,0.25,244,3028,1,0.008748531341552734
338,0.5,415,9683,1,0.02505779266357422
338,0.75,711,39292,1,0.06990242004394531
339,0.125,198,1434,1,0.004127979278564453
339,0.25,254,2954,1,0.009075403213500977
339,0.5,403,10334,1,0.026222705841064453
339,0.75,735,46394,1,0.08107542991638184
340,0.125,183,1371,1,0.007791280746459961
340,0.25,245,3041,1,0.013881921768188477
340,0.5,406,9900,1,0.026460647583007812
340,0.75,718,44319,1,0.07518649101257324
341,0.125,196,1474,1,0.004250526428222656
341,0.25,247,3052,1,0.008902788162231445
341,0.5,401,10123,1,0.026300430297851562
341,0.75,754,43432,1,0.07617926597595215
342,0.125,191,1483,1,0.004335880279541016
342,0.25,269,2979,1,0.009037494659423828
342,0.5,403,10246,1,0.027133464813232422
342,0.75,758,44867,1,0.07551908493041992
343,0.125,190,1490,1,0.004278659820556641
343,0.25,247,3084,1,0.009339094161987305
343,0.5,467,9824,1,0.02650737762451172
343,0.75,737,41488,1,0.07489657402038574
344,0.125,208,1468,1,0.004141807556152344
344,0.25,237,3046,1,0.009051799774169922
344,0.5,423,10326,1,0.027298927307128906
344,0.75,797,47185,1,0.07767844200134277
345,0.125,185,1473,1,0.00423121452331543
345,0.25,256,3068,1,0.00954890251159668
345,0.5,400,10661,1,0.027071475982666016
345,0.75,762,44464,1,0.07557296752929688
346,0.125,191,1476,1,0.004209041595458984
346,0.25,247,3146,1,0.009545564651489258
346,0.5,386,9962,1,0.026703834533691406
346,0.75,757,45362,1,0.07715535163879395
347,0.125,191,1443,1,0.004297494888305664
347,0.25,241,3041,1,0.009337425231933594
347,0.5,428,10607,1,0.026880502700805664
347,0.75,744,42410,1,0.07532811164855957
348,0.125,182,1529,1,0.004511594772338867
348,0.25,256,3175,1,0.009414196014404297
348,0.5,456,10276,1,0.027437925338745117
348,0.75,756,45958,1,0.07768559455871582
349,0.125,181,1418,1,0.0043561458587646484
349,0.25,261,3105,1,0.009469032287597656
349,0.5,392,10570,1,0.02805805206298828
349,0.75,750,44997,1,0.08047747611999512
350,0.125,191,1481,1,0.00439906120300293
350,0.25,246,3154,1,0.009546279907226562
350,0.5,394,10194,1,0.027483224868774414
350,0.75,747,44738,1,0.0780644416809082
351,0.125,193,1452,1,0.004222869873046875
351,0.25,243,3325,1,0.00988316535949707
351,0.5,409,10396,1,0.027492523193359375
351,0.75,768,46094,1,0.08024072647094727
352,0.125,179,1496,1,0.004330158233642578
352,0.25,251,3245,1,0.00968623161315918
352,0.5,396,10341,1,0.0281069278717041
352,0.75,775,44266,1,0.08470344543457031
353,0.125,177,1483,1,0.004363298416137695
353,0.25,243,3213,1,0.011937856674194336
353,0.5,434,10720,1,0.03131437301635742
353,0.75,734,42791,1,0.0797724723815918
354,0.125,185,1516,1,0.00441431999206543
354,0.25,239,3304,1,0.010168075561523438
354,0.5,391,10389,1,0.02881932258605957
354,0.75,723,42926,1,0.11072206497192383
355,0.125,196,1514,1,0.006907939910888672
355,0.25,243,3174,1,0.011254072189331055
355,0.5,395,10281,1,0.02810359001159668
355,0.75,719,46218,1,0.08214306831359863
356,0.125,185,1544,1,0.004457235336303711
356,0.25,252,3325,1,0.009953498840332031
356,0.5,409,10900,1,0.0287017822265625
356,0.75,703,43685,1,0.0813455581665039
357,0.125,177,1545,1,0.004448413848876953
357,0.25,247,3169,1,0.009840250015258789
357,0.5,401,10619,1,0.028703689575195312
357,0.75,719,46202,1,0.08310174942016602
358,0.125,185,1568,1,0.004364967346191406
358,0.25,260,3256,1,0.010237693786621094
358,0.5,414,10780,1,0.028835773468017578
358,0.75,759,47278,1,0.08474230766296387
359,0.125,178,1546,1,0.0044596195220947266
359,0.25,251,3369,1,0.010303735733032227
359,0.5,392,11049,1,0.02930593490600586
359,0.75,739,45201,1,0.08215975761413574
360,0.125,189,1610,1,0.004614114761352539
360,0.25,251,3350,1,0.010363578796386719
360,0.5,372,10498,1,0.0283353328704834
360,0.75,708,43104,1,0.0794074535369873
361,0.125,203,1576,1,0.004533290863037109
361,0.25,251,3325,1,0.010416030883789062
361,0.5,409,11116,1,0.029752731323242188
361,0.75,769,47032,1,0.08356499671936035
362,0.125,201,1626,1,0.004482746124267578
362,0.25,248,3386,1,0.010128021240234375
362,0.5,411,11351,1,0.029584884643554688
362,0.75,744,44264,1,0.08001041412353516
363,0.125,204,1586,1,0.004682779312133789
363,0.25,238,3264,1,0.009937524795532227
363,0.5,399,10921,1,0.02868962287902832
363,0.75,727,45198,1,0.08336901664733887
364,0.125,177,1564,1,0.004671335220336914
364,0.25,267,3314,1,0.010959625244140625
364,0.5,422,11301,1,0.02992844581604004
364,0.75,832,47130,1,0.08702254295349121
365,0.125,182,1569,1,0.004627227783203125
365,0.25,256,3332,1,0.010862588882446289
365,0.5,392,11031,1,0.02996206283569336
365,0.75,811,48332,1,0.08913183212280273
366,0.125,203,1602,1,0.0047130584716796875
366,0.25,269,3318,1,0.01062917709350586
366,0.5,453,11671,1,0.03069591522216797
366,0.75,767,48323,1,0.0871269702911377
367,0.125,189,1677,1,0.00497126579284668
367,0.25,253,3405,1,0.010464668273925781
367,0.5,409,11197,1,0.03094935417175293
367,0.75,771,49548,1,0.08977317810058594
368,0.125,186,1584,1,0.0049440860748291016
368,0.25,253,3275,1,0.01067662239074707
368,0.5,422,11401,1,0.030362606048583984
368,0.75,749,47364,1,0.08956742286682129
369,0.125,187,1623,1,0.004832267761230469
369,0.25,264,3435,1,0.010803699493408203
369,0.5,432,11087,1,0.030989408493041992
369,0.75,711,42491,1,0.08319950103759766
370,0.125,187,1651,1,0.0047817230224609375
370,0.25,271,3622,1,0.011154413223266602
370,0.5,407,11686,1,0.0309906005859375
370,0.75,760,45856,1,0.08728957176208496
371,0.125,193,1582,1,0.004821062088012695
371,0.25,278,3363,1,0.010833978652954102
371,0.5,419,11543,1,0.03103494644165039
371,0.75,771,48515,1,0.08821892738342285
372,0.125,199,1619,1,0.004770040512084961
372,0.25,261,3423,1,0.010882377624511719
372,0.5,399,11236,1,0.0319826602935791
372,0.75,735,47768,1,0.08934140205383301
373,0.125,193,1628,1,0.004893779754638672
373,0.25,252,3401,1,0.010787487030029297
373,0.5,435,11844,1,0.03173685073852539
373,0.75,768,46243,1,0.09072256088256836
374,0.125,173,1651,1,0.004940509796142578
374,0.25,288,3512,1,0.010653257369995117
374,0.5,399,11796,1,0.03261613845825195
374,0.75,796,49831,1,0.09389948844909668
375,0.125,175,1613,1,0.004964113235473633
375,0.25,238,3389,1,0.011246681213378906
375,0.5,429,11394,1,0.03178763389587402
375,0.75,822,48689,1,0.0944056510925293
376,0.125,185,1646,1,0.004937648773193359
376,0.25,249,3456,1,0.010936737060546875
376,0.5,406,12026,1,0.03232574462890625
376,0.75,757,48724,1,0.09162521362304688
377,0.125,185,1712,1,0.005123615264892578
377,0.25,278,3535,1,0.011458873748779297
377,0.5,401,11294,1,0.03186678886413574
377,0.75,783,49189,1,0.09137392044067383
378,0.125,187,1679,1,0.005013227462768555
378,0.25,250,3352,1,0.011435270309448242
378,0.5,409,11901,1,0.03306150436401367
378,0.75,729,49482,1,0.09502887725830078
379,0.125,177,1631,1,0.0050504207611083984
379,0.25,248,3438,1,0.011250734329223633
379,0.5,430,11493,1,0.033447265625
379,0.75,748,48154,1,0.09170079231262207
380,0.125,205,1626,1,0.0051190853118896484
380,0.25,257,3502,1,0.011123180389404297
380,0.5,396,11374,1,0.032536983489990234
380,0.75,750,47857,1,0.09331464767456055
381,0.125,184,1691,1,0.005046367645263672
381,0.25,253,3580,1,0.011560201644897461
381,0.5,428,11419,1,0.03353619575500488
381,0.75,755,49621,1,0.0935671329498291
382,0.125,186,1749,1,0.0052280426025390625
382,0.25,250,3601,1,0.011456489562988281
382,0.5,414,12251,1,0.03321218490600586
382,0.75,744,50282,1,0.09580135345458984
383,0.125,205,1734,1,0.010509967803955078
383,0.25,266,3742,1,0.03557157516479492
383,0.5,410,11809,1,0.03986167907714844
383,0.75,796,54815,1,0.10061860084533691
384,0.125,185,1674,1,0.0052947998046875
384,0.25,293,3534,1,0.011705636978149414
384,0.5,435,11946,1,0.0340876579284668
384,0.75,727,48883,1,0.09576535224914551
385,0.125,183,1653,1,0.005269527435302734
385,0.25,248,3586,1,0.011479616165161133
385,0.5,469,12309,1,0.03474903106689453
385,0.75,782,47974,1,0.09500432014465332
386,0.125,198,1692,1,0.0054168701171875
386,0.25,252,3587,1,0.011730194091796875
386,0.5,442,12331,1,0.03432440757751465
386,0.75,788,51732,1,0.09857678413391113
387,0.125,181,1790,1,0.005342721939086914
387,0.25,244,3708,1,0.011844396591186523
387,0.5,422,11724,1,0.034477949142456055
387,0.75,775,53539,1,0.10121822357177734
388,0.125,194,1713,1,0.0056552886962890625
388,0.25,246,3550,1,0.011918067932128906
388,0.5,411,12050,1,0.035680294036865234
388,0.75,763,52384,1,0.10267782211303711
389,0.125,202,1822,1,0.005517005920410156
389,0.25,271,3518,1,0.011666297912597656
389,0.5,395,11665,1,0.03474712371826172
389,0.75,769,56146,1,0.10337114334106445
390,0.125,204,1770,1,0.005458354949951172
390,0.25,263,3758,1,0.011957645416259766
390,0.5,410,12406,1,0.03605937957763672
390,0.75,783,52020,1,0.10135841369628906
391,0.125,193,1812,1,0.005446195602416992
391,0.25,249,3653,1,0.012137889862060547
391,0.5,426,12189,1,0.03612017631530762
391,0.75,786,51731,1,0.1047964096069336
392,0.125,193,1807,1,0.005652904510498047
392,0.25,264,3677,1,0.012237548828125
392,0.5,437,12407,1,0.036867380142211914
392,0.75,747,52860,1,0.10381507873535156
393,0.125,195,1704,1,0.00562739372253418
393,0.25,268,3481,1,0.016148090362548828
393,0.5,431,12299,1,0.04175114631652832
393,0.75,745,53355,1,0.13312005996704102
394,0.125,191,1769,1,0.0055925846099853516
394,0.25,273,3594,1,0.012452125549316406
394,0.5,415,12528,1,0.036421775817871094
394,0.75,811,52687,1,0.10437560081481934
395,0.125,179,1781,1,0.005581855773925781
395,0.25,254,3652,1,0.012454509735107422
395,0.5,423,13379,1,0.03733229637145996
395,0.75,787,57712,1,0.10804486274719238
396,0.125,216,1763,1,0.0056459903717041016
396,0.25,250,3791,1,0.012806892395019531
396,0.5,415,12858,1,0.03816962242126465
396,0.75,767,49495,1,0.10077834129333496
397,0.125,191,1844,1,0.005520343780517578
397,0.25,263,3867,1,0.01215219497680664
397,0.5,443,12521,1,0.036043643951416016
397,0.75,784,51429,1,0.10159492492675781
398,0.125,194,1770,1,0.005728721618652344
398,0.25,262,3767,1,0.012999296188354492
398,0.5,412,12764,1,0.03816556930541992
398,0.75,828,57635,1,0.11115288734436035
399,0.125,195,1812,1,0.005914449691772461
399,0.25,262,3702,1,0.012497186660766602
399,0.5,424,12496,1,0.036557912826538086
399,0.75,766,50611,1,0.10381793975830078
400,0.125,189,1743,1,0.005816459655761719
400,0.25,261,3834,1,0.012915611267089844
400,0.5,398,12309,1,0.03745150566101074
400,0.75,747,51421,1,0.10640907287597656
401,0.125,200,1865,1,0.005723476409912109
401,0.25,283,3904,1,0.012486696243286133
401,0.5,414,12739,1,0.03744792938232422
401,0.75,773,51104,1,0.10355305671691895
402,0.125,188,1783,1,0.005930900573730469
402,0.25,259,3900,1,0.013195276260375977
402,0.5,444,13100,1,0.038893699645996094
402,0.75,771,57178,1,0.11042046546936035
403,0.125,187,1842,1,0.005963325500488281
403,0.25,263,3856,1,0.013335227966308594
403,0.5,405,12922,1,0.03827810287475586
403,0.75,807,57283,1,0.11192154884338379
404,0.125,187,1833,1,0.005744218826293945
404,0.25,249,3856,1,0.012991905212402344
404,0.5,427,13350,1,0.03909635543823242
404,0.75,763,52241,1,0.10622620582580566
405,0.125,209,1830,1,0.005749702453613281
405,0.25,251,3776,1,0.012633562088012695
405,0.5,413,12437,1,0.0374453067779541
405,0.75,782,56920,1,0.10845947265625
406,0.125,191,1851,1,0.005918025970458984
406,0.25,255,3883,1,0.012920618057250977
406,0.5,446,12567,1,0.0381927490234375
406,0.75,740,51317,1,0.10814237594604492
407,0.125,191,1854,1,0.005980253219604492
407,0.25,246,3902,1,0.013323783874511719
407,0.5,403,13087,1,0.0400390625
407,0.75,805,57908,1,0.11950182914733887
408,0.125,205,1860,1,0.005880594253540039
408,0.25,267,3741,1,0.013186216354370117
408,0.5,406,12396,1,0.03858637809753418
408,0.75,807,52972,1,0.11121392250061035
409,0.125,188,1769,1,0.005963563919067383
409,0.25,264,3915,1,0.013648033142089844
409,0.5,433,13178,1,0.039293766021728516
409,0.75,832,51448,1,0.14465641975402832
410,0.125,194,1834,1,0.006266593933105469
410,0.25,266,4016,1,0.013338088989257812
410,0.5,442,13346,1,0.04072284698486328
410,0.75,782,54877,1,0.11573934555053711
411,0.125,185,1839,1,0.005991697311401367
411,0.25,263,4015,1,0.013713598251342773
411,0.5,398,12545,1,0.03959202766418457
411,0.75,757,55119,1,0.1153564453125
412,0.125,204,1853,1,0.006177425384521484
412,0.25,252,3876,1,0.013366222381591797
412,0.5,440,13220,1,0.04089856147766113
412,0.75,802,61997,1,0.12341594696044922
413,0.125,206,1898,1,0.006203413009643555
413,0.25,258,3775,1,0.013622045516967773
413,0.5,416,13778,1,0.04082894325256348
413,0.75,768,54958,1,0.12026429176330566
414,0.125,193,1826,1,0.006026029586791992
414,0.25,240,3909,1,0.013576507568359375
414,0.5,417,12933,1,0.040255069732666016
414,0.75,791,53594,1,0.11384320259094238
415,0.125,199,1822,1,0.0062084197998046875
415,0.25,265,3834,1,0.013643026351928711
415,0.5,420,13471,1,0.04155302047729492
415,0.75,786,53481,1,0.11505770683288574
416,0.125,197,1845,1,0.006356954574584961
416,0.25,256,4086,1,0.014182567596435547
416,0.5,440,14004,1,0.043146371841430664
416,0.75,809,58649,1,0.12016177177429199
417,0.125,197,1854,1,0.006214141845703125
417,0.25,244,4052,1,0.014009714126586914
417,0.5,414,13571,1,0.042163848876953125
417,0.75,783,55917,1,0.1217806339263916
418,0.125,192,1896,1,0.006362199783325195
418,0.25,252,3821,1,0.013755559921264648
418,0.5,416,12767,1,0.04094505310058594
418,0.75,766,52422,1,0.11951613426208496
419,0.125,208,1940,1,0.006397724151611328
419,0.25,272,4106,1,0.013887882232666016
419,0.5,405,13483,1,0.04208517074584961
419,0.75,791,60607,1,0.12398386001586914
420,0.125,187,1978,1,0.0063991546630859375
420,0.25,276,4079,1,0.014404058456420898
420,0.5,435,13206,1,0.04264116287231445
420,0.75,779,54658,1,0.11940932273864746
421,0.125,201,1891,1,0.0065495967864990234
421,0.25,256,4099,1,0.014240264892578125
421,0.5,411,13453,1,0.0422511100769043
421,0.75,809,62968,1,0.12746548652648926
422,0.125,202,1950,1,0.0065860748291015625
422,0.25,264,4114,1,0.014698028564453125
422,0.5,420,13817,1,0.04418182373046875
422,0.75,789,58264,1,0.12491416931152344
423,0.125,207,2018,1,0.006346464157104492
423,0.25,269,4100,1,0.013889789581298828
423,0.5,446,14066,1,0.042320966720581055
423,0.75,771,56244,1,0.1259925365447998
424,0.125,186,1934,1,0.006432771682739258
424,0.25,271,4029,1,0.014253854751586914
424,0.5,436,13590,1,0.04270291328430176
424,0.75,734,58525,1,0.1278824806213379
425,0.125,203,1939,1,0.0068166255950927734
425,0.25,255,4128,1,0.014681100845336914
425,0.5,427,14497,1,0.04442930221557617
425,0.75,773,57426,1,0.12288022041320801
426,0.125,200,1946,1,0.0066699981689453125
426,0.25,276,4142,1,0.014841556549072266
426,0.5,418,13859,1,0.04348134994506836
426,0.75,785,57798,1,0.13138175010681152
427,0.125,193,1988,1,0.006877422332763672
427,0.25,263,4232,1,0.014889717102050781
427,0.5,397,13214,1,0.04357314109802246
427,0.75,762,57496,1,0.12871861457824707
428,0.125,185,1960,1,0.006768941879272461
428,0.25,262,3964,1,0.01779961585998535
428,0.5,428,13603,1,0.044466495513916016
428,0.75,756,58245,1,0.12875819206237793
429,0.125,193,1915,1,0.006760835647583008
429,0.25,272,4349,1,0.015417814254760742
429,0.5,424,13758,1,0.04366493225097656
429,0.75,817,60186,1,0.12909722328186035
430,0.125,216,2001,1,0.006926536560058594
430,0.25,247,4252,1,0.014980077743530273
430,0.5,400,13798,1,0.044170379638671875
430,0.75,790,60985,1,0.1334397792816162
431,0.125,222,2017,1,0.00697779655456543
431,0.25,268,4266,1,0.015587329864501953
431,0.5,436,14460,1,0.04487919807434082
431,0.75,784,59366,1,0.1298222541809082
432,0.125,206,1998,1,0.006688594818115234
432,0.25,266,4323,1,0.014863014221191406
432,0.5,429,14655,1,0.046669721603393555
432,0.75,820,66085,1,0.13739728927612305
433,0.125,214,2046,1,0.006796121597290039
433,0.25,270,4211,1,0.015072345733642578
433,0.5,439,13801,1,0.045873403549194336
433,0.75,787,57411,1,0.1284198760986328
434,0.125,210,2055,1,0.0068361759185791016
434,0.25,250,4082,1,0.014993906021118164
434,0.5,416,14226,1,0.04560375213623047
434,0.75,768,57399,1,0.12897181510925293
435,0.125,193,2065,1,0.007075309753417969
435,0.25,253,4325,1,0.015155792236328125
435,0.5,440,13781,1,0.044947147369384766
435,0.75,756,58013,1,0.1323869228363037
436,0.125,213,2063,1,0.007196187973022461
436,0.25,251,4297,1,0.015444755554199219
436,0.5,458,14637,1,0.04650306701660156
436,0.75,792,62317,1,0.13697433471679688
437,0.125,207,2038,1,0.007132530212402344
437,0.25,280,4026,1,0.015429019927978516
437,0.5,431,13660,1,0.04669928550720215
437,0.75,795,57313,1,0.17803525924682617
438,0.125,208,2074,1,0.006856679916381836
438,0.25,267,4213,1,0.015371561050415039
438,0.5,422,14510,1,0.04756450653076172
438,0.75,785,62248,1,0.13623046875
439,0.125,206,2068,1,0.00706791877746582
439,0.25,260,4286,1,0.015626192092895508
439,0.5,454,14510,1,0.047780752182006836
439,0.75,821,61391,1,0.13816547393798828
440,0.125,216,2067,1,0.006988525390625
440,0.25,253,4165,1,0.015367984771728516
440,0.5,440,14233,1,0.045882463455200195
440,0.75,872,67433,1,0.14562439918518066
441,0.125,206,2142,1,0.0074388980865478516
441,0.25,278,4376,1,0.015599489212036133
441,0.5,455,14374,1,0.04813241958618164
441,0.75,794,63672,1,0.14153528213500977
442,0.125,194,2034,1,0.0070362091064453125
442,0.25,290,4279,1,0.015094280242919922
442,0.5,431,14358,1,0.04585981369018555
442,0.75,799,58194,1,0.13472557067871094
443,0.125,189,2090,1,0.007078647613525391
443,0.25,258,4185,1,0.015588521957397461
443,0.5,418,14567,1,0.04751110076904297
443,0.75,801,57833,1,0.13274216651916504
444,0.125,194,2068,1,0.0072672367095947266
444,0.25,260,4317,1,0.015602588653564453
444,0.5,419,15289,1,0.04769778251647949
444,0.75,745,61343,1,0.1370394229888916
445,0.125,215,2092,1,0.007416725158691406
445,0.25,262,4411,1,0.015694618225097656
445,0.5,423,15052,1,0.048833370208740234
445,0.75,779,60917,1,0.13498306274414062
446,0.125,193,2077,1,0.00702667236328125
446,0.25,254,4446,1,0.015869617462158203
446,0.5,418,15077,1,0.04900097846984863
446,0.75,821,66281,1,0.14325332641601562
447,0.125,207,2095,1,0.007194995880126953
447,0.25,263,4522,1,0.01583719253540039
447,0.5,456,15814,1,0.048143863677978516
447,0.75,812,64595,1,0.1422712802886963
448,0.125,191,2059,1,0.007503509521484375
448,0.25,266,4245,1,0.015890836715698242
448,0.5,440,15127,1,0.04807758331298828
448,0.75,780,61546,1,0.1362764835357666
449,0.125,219,2085,1,0.007517576217651367
449,0.25,264,4449,1,0.01622486114501953
449,0.5,415,15113,1,0.048835039138793945
449,0.75,791,64407,1,0.1438136100769043
450,0.125,185,2068,1,0.007137298583984375
450,0.25,263,4460,1,0.016243696212768555
450,0.5,412,14514,1,0.0473635196685791
450,0.75,777,66298,1,0.14330601692199707
451,0.125,215,2157,1,0.0075626373291015625
451,0.25,268,4547,1,0.01635575294494629
451,0.5,417,14452,1,0.04805111885070801
451,0.75,797,62385,1,0.14340829849243164
452,0.125,194,2187,1,0.007485389709472656
452,0.25,258,4503,1,0.015888214111328125
452,0.5,421,14586,1,0.0476841926574707
452,0.75,771,61565,1,0.1394495964050293
453,0.125,187,2092,1,0.007376670837402344
453,0.25,269,4456,1,0.01672959327697754
453,0.5,412,14418,1,0.049230098724365234
453,0.75,784,63528,1,0.14330220222473145
454,0.125,227,2101,1,0.0076558589935302734
454,0.25,292,4336,1,0.017134428024291992
454,0.5,421,14924,1,0.05052351951599121
454,0.75,801,63774,1,0.14613842964172363
455,0.125,195,2093,1,0.007222652435302734
455,0.25,273,4483,1,0.016203641891479492
455,0.5,489,15177,1,0.048822641372680664
455,0.75,793,59320,1,0.14073443412780762
456,0.125,196,2134,1,0.00739288330078125
456,0.25,262,4444,1,0.01693129539489746
456,0.5,428,14940,1,0.049619436264038086
456,0.75,798,66405,1,0.1488039493560791
457,0.125,196,2283,1,0.007552385330200195
457,0.25,264,4369,1,0.0162808895111084
457,0.5,444,15225,1,0.050507545471191406
457,0.75,768,62922,1,0.14609837532043457
458,0.125,209,2138,1,0.007590055465698242
458,0.25,254,4488,1,0.01628732681274414
458,0.5,433,14639,1,0.049242258071899414
458,0.75,819,66044,1,0.14995908737182617
459,0.125,206,2176,1,0.007626533508300781
459,0.25,275,4431,1,0.016611337661743164
459,0.5,437,15689,1,0.05060434341430664
459,0.75,823,66105,1,0.14795684814453125
460,0.125,210,2204,1,0.0076923370361328125
460,0.25,266,4545,1,0.016861915588378906
460,0.5,413,14804,1,0.050519704818725586
460,0.75,761,61990,1,0.14559102058410645
461,0.125,202,2179,1,0.007506608963012695
461,0.25,271,4692,1,0.017314434051513672
461,0.5,438,15058,1,0.08013701438903809
461,0.75,788,67620,1,0.16148924827575684
462,0.125,190,2124,1,0.007763862609863281
462,0.25,267,4676,1,0.017463207244873047
462,0.5,468,15925,1,0.053164005279541016
462,0.75,822,64644,1,0.15390682220458984
463,0.125,217,2211,1,0.007706880569458008
463,0.25,274,4582,1,0.01740574836730957
463,0.5,416,15668,1,0.05202341079711914
463,0.75,817,64712,1,0.15215396881103516
464,0.125,201,2158,1,0.007828712463378906
464,0.25,253,4470,1,0.017809391021728516
464,0.5,423,14828,1,0.051629066467285156
464,0.75,798,65188,1,0.15231037139892578
465,0.125,187,2166,1,0.008087158203125
465,0.25,271,4569,1,0.017351627349853516
465,0.5,425,15708,1,0.05241966247558594
465,0.75,808,66656,1,0.15587091445922852
466,0.125,202,2222,1,0.007860422134399414
466,0.25,257,4433,1,0.017309188842773438
466,0.5,422,15567,1,0.052687883377075195
466,0.75,795,68959,1,0.16025280952453613
467,0.125,211,2291,1,0.00807046890258789
467,0.25,261,4647,1,0.017507076263427734
467,0.5,426,15162,1,0.05273270606994629
467,0.75,822,67511,1,0.1567671298980713
468,0.125,186,2206,1,0.007828950881958008
468,0.25,254,4487,1,0.017200231552124023
468,0.5,489,16046,1,0.053655147552490234
468,0.75,759,62962,1,0.15498709678649902
469,0.125,226,2259,1,0.00838613510131836
469,0.25,264,4528,1,0.017310142517089844
469,0.5,423,15244,1,0.05196809768676758
469,0.75,823,66474,1,0.1565690040588379
470,0.125,204,2150,1,0.007831096649169922
470,0.25,279,4527,1,0.017381668090820312
470,0.5,462,16109,1,0.054077863693237305
470,0.75,850,69163,1,0.20007824897766113
471,0.125,213,2180,1,0.007760047912597656
471,0.25,271,4762,1,0.01810145378112793
471,0.5,440,15893,1,0.05395150184631348
471,0.75,831,63948,1,0.16219353675842285
472,0.125,197,2311,1,0.008236408233642578
472,0.25,279,4673,1,0.018245935440063477
472,0.5,418,16205,1,0.0556182861328125
472,0.75,776,67680,1,0.16509795188903809
473,0.125,195,2203,1,0.00830841064453125
473,0.25,271,4665,1,0.018049240112304688
473,0.5,422,16034,1,0.05648636817932129
473,0.75,808,71338,1,0.16817212104797363
474,0.125,186,2231,1,0.00837397575378418
474,0.25,264,4726,1,0.018404722213745117
474,0.5,394,15230,1,0.05374455451965332
474,0.75,748,64714,1,0.15880942344665527
475,0.125,205,2317,1,0.008416175842285156
475,0.25,267,4832,1,0.018412351608276367
475,0.5,438,16573,1,0.05672192573547363
475,0.75,832,69486,1,0.16914010047912598
476,0.125,195,2264,1,0.008108377456665039
476,0.25,262,4720,1,0.018541574478149414
